stud_ID,name,exam_1,exam_2,exam_3,notes,letter_grade
f48f73,1,0.9367892662158513,0.9244762607033552,0.8542200293029593,1.0,0.81159383
0bd4e7,1,0.9001192986070847,0.8607932972862878,0.8760845988010931,0.1392369568347931,0.7711595
e1795d,1,0.8976462371688425,0.8938763637879628,0.7044927991206205,1.0,0.49095583
cb9d7a,1,0.8974829823369639,0.8428006518717037,0.8412946372361679,1.0,0.7257638
9acca4,1,0.8739766926602623,0.7035850176346451,0.5254576267926445,1.0,0.38812938
745c23,1,0.9900875331710086,0.940819383719238,0.7930936574485905,1.0,0.7174282
24d6f2,1,0.7845343572564176,0.7786642001490943,0.8512261497930819,0.9921993613243103,0.80248123
e5af86,1,0.9856334603161517,0.9541332326807956,0.7510008463955957,1.0,0.84037495
0aa465,1,0.7613943414455844,0.9805579644489811,0.5439597132880375,0.9920392632484436,0.71269476
cac6eb,1,0.9712502303390291,0.9412556161768181,0.7426218264840607,0.3476566672325134,0.73220474
d52614,1,0.9191268594369479,0.9186721990589767,0.870328538628604,1.0,0.7725461
5afd5d,1,0.6635852531878732,0.8391824186250756,0.20138274788512614,0.057669200003147125,0.06509169
952d9a,1,0.6903101900417127,0.8840477757327008,0.6346908413725976,0.4593621790409088,0.813856
4629d7,1,0.8939403053505025,0.7247546919059461,0.9722395178236293,1.0,0.8363496
28f8b4,1,0.9153555195096329,0.9050691489219742,0.17586776311604155,1.0,0.058493372
851614,1,0.8533083570036026,0.9736094787946153,0.783908403252717,1.0,0.8188086
9f6431,1,0.9736662847728413,0.7805400196778114,0.7598824198491156,0.12446825206279755,0.87364024
f288e4,1,0.6986736089822044,0.6662770400160587,0.214521824969806,0.4004352390766144,0.7595299
5a53c9,1,0.3199257315814231,0.9689728640233256,0.6039125270467742,0.1705348789691925,0.05801595
edeb53,1,0.8677440290386171,0.9994392450847,0.6969320617074177,0.23254157602787018,0.9005722
9b7f42,1,0.9074927170777003,0.9818265986328321,0.804162329473624,1.0,0.82222503
01ed51,1,0.9691724016524632,0.9053885091042083,0.9216167169388141,0.3140687942504883,0.90699273
10ec62,1,0.8789457265921595,0.8592399913006636,0.8343830546437344,0.45977166295051575,0.6449232
5eef2c,1,0.6468850593024462,0.9445761721149968,0.6826805350545606,1.0,0.008590358
71d7b9,1,0.8468194352033925,0.8105158046379396,0.9048453833804022,1.0,0.8258942
b2ec67,1,0.9689748776541205,0.6454541714735266,0.8841598056782882,1.0,0.83218
fbffe2,1,0.9959325618326181,0.7529810809314627,0.9802366991555909,0.03420133888721466,0.90827876
752905,1,0.9004840959851443,0.8474388341351543,0.9105858461120081,1.0,0.029843308
cfc98d,1,0.8045187864120632,0.9898092941592703,0.649068508317499,1.0,0.7406424
d7c575,1,0.7097250217968554,0.9618341481131301,0.7253306529577096,1.0,0.82673544
b3112c,1,0.7647517840594159,0.9883771163067103,0.9813502850307498,1.0,0.04635638
13b36e,1,0.9633003078792702,0.8914177062237402,0.7759076124780135,1.0,0.79205924
c1085a,1,0.6763705372234519,0.8449163316265202,0.9892975534463092,1.0,0.14695875
f5427e,1,0.9239300059747663,0.8292415037853343,0.9189897640381155,0.6928362846374512,0.8010236
e1dffd,1,0.2287622160059936,0.8970376247698031,0.6915978152244799,0.28131505846977234,0.8884746
6699cc,1,0.9460060371116549,0.854832288811947,0.7680894423584124,0.6417388319969177,0.84930235
11d11f,1,0.61077297120862,0.7873034713158831,0.4612608776151354,1.0,0.13282472
5d086b,1,0.7412000331284094,0.6218161382804992,0.48186419502017863,0.201675146818161,0.6376061
cd1b96,1,0.872130570774918,0.9525105587115776,0.6859374365601981,1.0,0.75839996
d88e3d,1,0.8763058339940952,0.7351077092090147,0.8228539131169175,0.5928777456283569,0.8308899
7630c7,1,0.7286887610889596,0.9621113523936802,0.8653051831846935,0.9881370067596436,0.12178469
6ff175,1,0.8229769280826017,0.7970229291969476,0.6967250425887818,0.7937654852867126,0.19736443
6243e0,1,0.8778909047759615,0.9650823860788618,0.9225784637724449,1.0,0.8280966
02e64e,1,0.7495672416671505,0.8583669126490819,0.9794009596599432,0.4314998686313629,0.9360244
1a0785,1,0.99924669574743,0.8786921775680278,0.8486713711766534,1.0,0.77147585
50c022,1,0.781223876871214,0.8644536484891325,0.9023370632420011,0.8181089758872986,0.13109225
bfc71a,1,0.7969614578439379,0.7768486581596578,0.5494212043785502,0.7169157266616821,0.5847972
be178f,1,0.8824483419725313,0.9883142119637288,0.75383245775025,0.9957042336463928,0.55547404
e68fe8,1,0.73236389683346,0.6963742730841987,0.6546077839885511,1.0,0.7353321
745eca,1,0.6185194233788452,0.46641480499071997,0.6397079708301888,1.0,0.7075025
dea70a,1,0.9897864923324272,0.9687503217591262,0.9711103738968868,0.778007984161377,0.8832045
416a58,1,0.7932136858484206,0.707791980719704,0.9802131370688721,1.0,0.7347896
